order_id,customer_id,order_date,product_id,quantity,price,category
ORD000799,CUST160,2024-01-22,PROD53,2,343.14,Health & Beauty
ORD000800,CUST187,2023-11-19,PROD26,4,195.57,Home & Garden
ORD000801,CUST81,2022-09-23,PROD10,8,364.66,Home & Garden
ORD000802,CUST140,2022-08-30,PROD69,7,477.82,Electronics
ORD000803,CUST53,2024-07-09,PROD42,3,291.69,Electronics
ORD000804,CUST144,2022-10-14,PROD11,8,274.58,Home & Garden
ORD000805,CUST142,2022-05-11,PROD39,5,256.09,Health & Beauty
ORD000806,CUST123,2022-08-09,PROD25,3,488.94,Clothing
ORD000807,CUST188,2022-12-28,PROD47,9,150.88,Health & Beauty
ORD000808,CUST115,2023-07-18,PROD94,4,171.36,Electronics
ORD000809,CUST29,2022-02-16,PROD6,1,195.33,Groceries
ORD000810,CUST28,2022-09-14,PROD60,4,219.43,Electronics
ORD000811,CUST33,2022-02-15,PROD93,5,109.1,Groceries
ORD000812,CUST84,2024-06-26,PROD69,8,404.61,Health & Beauty
ORD000813,CUST29,2024-03-16,PROD47,7,196.59,Home & Garden
ORD000814,CUST176,2024-08-24,PROD50,8,181.07,Electronics
ORD000815,CUST161,2024-05-07,PROD35,6,208.93,Health & Beauty
ORD000816,CUST120,2023-03-05,PROD13,7,329.03,Groceries
ORD000817,CUST194,2023-07-08,PROD96,2,296.64,Home & Garden
ORD000818,CUST35,2023-07-02,PROD12,9,316.23,Home & Garden
ORD000819,CUST173,2024-05-23,PROD80,8,108.61,Health & Beauty
ORD000820,CUST131,2023-06-28,PROD81,2,300.28,Clothing
ORD000821,CUST175,2022-10-18,PROD68,2,274.24,Electronics
ORD000822,CUST190,2024-06-30,PROD39,8,365.16,Groceries
ORD000823,CUST153,2023-06-24,PROD45,3,341.99,Groceries
ORD000824,CUST178,2023-12-09,PROD23,9,40.0,Health & Beauty
ORD000825,CUST198,2024-05-14,PROD63,5,383.73,Home & Garden
ORD000826,CUST44,2022-04-13,PROD83,9,71.01,Clothing
ORD000827,CUST197,2023-03-10,PROD19,6,299.94,Clothing
ORD000828,CUST98,2023-02-03,PROD89,3,492.51,Groceries
ORD000829,CUST99,2022-11-09,PROD48,4,144.94,Home & Garden
ORD000830,CUST170,2022-10-30,PROD17,1,300.15,Clothing
ORD000831,CUST154,2022-12-06,PROD42,8,163.11,Groceries
ORD000832,CUST76,2024-05-08,PROD79,7,325.08,Groceries
ORD000833,CUST88,2024-05-18,PROD16,4,317.71,Health & Beauty
ORD000834,CUST25,2024-06-28,PROD31,4,259.14,Health & Beauty
ORD000835,CUST35,2024-02-03,PROD23,1,206.8,Clothing
ORD000836,CUST64,2022-12-26,PROD6,8,443.17,Health & Beauty
ORD000837,CUST26,2022-06-20,PROD83,4,7.26,Home & Garden
ORD000838,CUST103,2022-11-06,PROD54,8,203.68,Health & Beauty
ORD000839,CUST106,2022-04-02,PROD30,5,486.5,Groceries
ORD000840,CUST46,2024-04-11,PROD17,9,175.74,Groceries
ORD000841,CUST139,2022-08-24,PROD2,6,323.49,Clothing
ORD000842,CUST20,2023-07-11,PROD5,3,290.19,Electronics
ORD000843,CUST110,2023-08-15,PROD71,8,173.69,Health & Beauty
ORD000844,CUST176,2023-08-19,PROD83,4,188.75,Electronics
ORD000845,CUST4,2023-05-03,PROD75,8,330.44,Groceries
ORD000846,CUST181,2024-05-09,PROD84,2,453.83,Health & Beauty
ORD000847,CUST72,2023-07-08,PROD51,1,91.21,Clothing
ORD000848,CUST90,2024-07-05,PROD61,5,70.36,Clothing
ORD000849,CUST118,2024-01-23,PROD37,1,281.85,Clothing
ORD000850,CUST148,2023-10-12,PROD82,4,78.89,Clothing
ORD000851,CUST125,2023-05-03,PROD34,9,72.63,Health & Beauty
ORD000852,CUST62,2023-04-02,PROD86,4,48.4,Health & Beauty
ORD000853,CUST142,2023-02-26,PROD96,1,69.06,Health & Beauty
ORD000854,CUST200,2022-12-21,PROD91,1,452.15,Clothing
ORD000855,CUST155,2023-01-29,PROD6,6,192.04,Home & Garden
ORD000856,CUST103,2024-01-13,PROD72,1,96.39,Groceries
ORD000857,CUST148,2023-07-28,PROD38,7,195.93,Groceries
ORD000858,CUST39,2023-03-06,PROD87,5,497.19,Clothing
ORD000859,CUST31,2022-03-14,PROD29,6,128.52,Clothing
ORD000860,CUST80,2023-08-13,PROD3,3,379.47,Health & Beauty
ORD000861,CUST175,2023-10-08,PROD92,4,96.0,Clothing
ORD000862,CUST128,2023-01-01,PROD86,5,32.24,Clothing
ORD000863,CUST118,2024-02-06,PROD14,2,405.39,Home & Garden
ORD000864,CUST155,2022-04-29,PROD74,8,254.04,Electronics
ORD000865,CUST153,2022-05-24,PROD48,7,159.4,Home & Garden
ORD000866,CUST153,2023-05-22,PROD84,5,418.74,Clothing
ORD000867,CUST155,2023-04-14,PROD10,5,334.37,Groceries
ORD000868,CUST41,2024-03-24,PROD75,6,327.97,Groceries
ORD000869,CUST148,2023-10-29,PROD61,3,81.79,Home & Garden
ORD000870,CUST104,2024-04-22,PROD31,8,495.25,Groceries
ORD000871,CUST100,2023-08-06,PROD49,8,156.26,Groceries
ORD000872,CUST184,2022-10-02,PROD81,4,30.53,Health & Beauty
ORD000873,CUST28,2024-08-20,PROD40,8,237.51,Clothing
ORD000874,CUST127,2023-10-21,PROD56,3,336.01,Clothing
ORD000875,CUST124,2022-12-02,PROD34,1,128.09,Home & Garden
ORD000876,CUST156,2022-03-21,PROD51,2,359.25,Health & Beauty
ORD000877,CUST66,2024-03-15,PROD87,9,138.89,Electronics
ORD000878,CUST182,2022-08-18,PROD89,5,382.87,Clothing
ORD000879,CUST160,2022-01-31,PROD35,8,229.68,Home & Garden
ORD000880,CUST110,2023-12-08,PROD3,3,292.2,Health & Beauty
ORD000881,CUST35,2022-01-22,PROD32,1,60.33,Health & Beauty
ORD000882,CUST43,2022-05-25,PROD74,2,192.29,Clothing
ORD000883,CUST155,2023-05-17,PROD85,9,369.07,Clothing
ORD000884,CUST94,2024-03-08,PROD81,8,41.23,Groceries
ORD000885,CUST72,2024-02-15,PROD22,3,80.14,Clothing
ORD000886,CUST82,2023-10-01,PROD74,1,123.49,Home & Garden
ORD000887,CUST167,2024-05-08,PROD21,8,443.5,Clothing
ORD000888,CUST91,2024-08-20,PROD85,3,390.52,Groceries
ORD000889,CUST80,2023-08-26,PROD67,1,317.58,Clothing
ORD000890,CUST151,2022-09-16,PROD32,3,481.94,Health & Beauty
ORD000891,CUST132,2023-02-05,PROD59,2,105.25,Home & Garden
ORD000892,CUST102,2024-07-19,PROD18,3,471.12,Clothing
ORD000893,CUST138,2022-03-10,PROD35,9,328.57,Clothing
ORD000894,CUST106,2023-12-22,PROD8,3,8.6,Health & Beauty
ORD000895,CUST100,2024-07-14,PROD49,8,189.52,Home & Garden
ORD000896,CUST200,2023-01-31,PROD1,9,498.53,Electronics
ORD000897,CUST60,2022-04-16,PROD37,1,442.46,Health & Beauty
ORD000898,CUST115,2023-06-08,PROD64,6,440.18,Groceries
ORD000899,CUST148,2022-09-23,PROD29,9,55.61,Electronics
ORD000900,CUST65,2024-03-26,PROD42,1,96.97,Clothing
ORD000901,CUST135,2023-07-03,PROD83,1,461.78,Home & Garden
ORD000902,CUST127,2024-05-19,PROD63,6,345.88,Clothing
ORD000903,CUST190,2024-03-11,PROD4,4,28.55,Groceries
ORD000904,CUST134,2023-07-18,PROD38,7,56.83,Clothing
ORD000905,CUST117,2024-08-15,PROD54,8,451.35,Home & Garden
ORD000906,CUST121,2023-02-02,PROD99,6,442.25,Clothing
ORD000907,CUST72,2023-10-11,PROD66,3,26.05,Groceries
ORD000908,CUST105,2024-02-23,PROD43,6,461.85,Groceries
ORD000909,CUST8,2023-11-04,PROD78,6,122.88,Clothing
ORD000910,CUST89,2022-07-22,PROD14,2,253.21,Home & Garden
ORD000911,CUST162,2022-08-20,PROD54,4,20.96,Clothing
ORD000912,CUST113,2023-07-06,PROD54,5,127.44,Groceries
ORD000913,CUST135,2023-11-18,PROD30,8,497.45,Clothing
ORD000914,CUST42,2022-07-02,PROD31,8,364.47,Health & Beauty
ORD000915,CUST13,2022-10-26,PROD54,3,69.89,Electronics
ORD000916,CUST54,2023-06-21,PROD6,7,334.1,Groceries
ORD000917,CUST142,2023-02-25,PROD41,4,150.26,Groceries
ORD000918,CUST115,2023-09-10,PROD55,1,271.16,Groceries
ORD000919,CUST13,2022-09-24,PROD41,1,260.94,Home & Garden
ORD000920,CUST181,2024-08-23,PROD20,7,463.4,Groceries
ORD000921,CUST15,2023-06-15,PROD16,3,430.89,Groceries
ORD000922,CUST73,2024-06-25,PROD5,2,52.08,Clothing
ORD000923,CUST186,2023-09-22,PROD40,5,481.31,Home & Garden
ORD000924,CUST163,2024-03-31,PROD56,3,491.49,Groceries
ORD000925,CUST78,2022-06-22,PROD62,5,467.96,Home & Garden
ORD000926,CUST39,2022-06-07,PROD99,8,52.27,Home & Garden
ORD000927,CUST159,2023-12-27,PROD79,3,395.78,Clothing
ORD000928,CUST194,2022-09-14,PROD55,6,85.1,Home & Garden
ORD000929,CUST119,2022-04-01,PROD86,1,456.82,Health & Beauty
ORD000930,CUST171,2023-07-02,PROD73,1,375.94,Electronics
ORD000931,CUST192,2024-07-03,PROD91,3,244.53,Clothing
ORD000932,CUST194,2022-12-03,PROD26,7,455.92,Groceries
ORD000933,CUST98,2022-08-07,PROD28,2,327.17,Electronics
ORD000934,CUST157,2024-09-28,PROD47,2,290.0,Groceries
ORD000935,CUST76,2024-09-02,PROD45,4,158.41,Groceries
ORD000936,CUST98,2024-04-17,PROD78,5,64.09,Electronics
ORD000937,CUST87,2022-03-21,PROD81,1,213.57,Health & Beauty
ORD000938,CUST143,2022-05-13,PROD60,3,115.39,Clothing
ORD000939,CUST110,2023-08-24,PROD69,2,167.96,Electronics
ORD000940,CUST107,2024-02-11,PROD63,7,434.18,Home & Garden
ORD000941,CUST23,2022-06-21,PROD15,7,109.18,Health & Beauty
ORD000942,CUST69,2024-03-20,PROD83,4,461.74,Electronics
ORD000943,CUST146,2023-05-12,PROD88,7,171.22,Clothing
ORD000944,CUST68,2024-03-28,PROD9,3,478.83,Electronics
ORD000945,CUST16,2024-02-16,PROD77,4,401.28,Electronics
ORD000946,CUST75,2022-10-04,PROD58,5,497.57,Electronics
ORD000947,CUST16,2023-08-17,PROD31,5,442.61,Groceries
ORD000948,CUST129,2023-07-17,PROD99,9,174.23,Clothing
ORD000949,CUST158,2022-06-30,PROD51,6,426.35,Clothing
ORD000950,CUST145,2023-04-15,PROD96,5,411.99,Home & Garden
ORD000951,CUST148,2022-04-23,PROD83,3,377.83,Groceries
ORD000952,CUST9,2023-04-26,PROD8,2,393.72,Groceries
ORD000953,CUST121,2023-03-09,PROD68,6,99.28,Groceries
ORD000954,CUST169,2023-04-06,PROD8,3,225.78,Health & Beauty
ORD000955,CUST15,2022-11-30,PROD76,3,384.21,Electronics
ORD000956,CUST56,2023-05-02,PROD88,6,484.12,Home & Garden
ORD000957,CUST148,2023-03-01,PROD54,3,301.11,Home & Garden
ORD000958,CUST184,2024-07-30,PROD14,6,463.17,Health & Beauty
ORD000959,CUST14,2023-09-20,PROD90,3,427.18,Clothing
ORD000960,CUST24,2023-10-09,PROD49,5,281.21,Home & Garden
ORD000961,CUST159,2023-11-27,PROD5,7,83.19,Health & Beauty
ORD000962,CUST31,2023-11-19,PROD57,9,498.21,Home & Garden
ORD000963,CUST182,2024-03-22,PROD100,2,155.0,Electronics
ORD000964,CUST170,2024-02-02,PROD100,7,76.84,Clothing
ORD000965,CUST141,2022-03-31,PROD87,1,456.52,Home & Garden
ORD000966,CUST114,2024-03-12,PROD84,8,147.78,Electronics
ORD000967,CUST68,2023-05-20,PROD80,9,407.95,Groceries
ORD000968,CUST25,2024-01-31,PROD67,8,409.6,Groceries
ORD000969,CUST85,2023-01-21,PROD45,4,207.98,Health & Beauty
ORD000970,CUST6,2022-04-05,PROD43,3,227.3,Home & Garden
ORD000971,CUST198,2023-06-23,PROD35,9,86.16,Home & Garden
ORD000972,CUST169,2024-06-20,PROD67,3,89.52,Health & Beauty
ORD000973,CUST170,2024-01-07,PROD27,9,464.93,Clothing
ORD000974,CUST130,2023-09-01,PROD100,3,22.8,Groceries
ORD000975,CUST35,2024-01-09,PROD73,5,68.8,Clothing
ORD000976,CUST173,2024-04-19,PROD67,3,407.83,Groceries
ORD000977,CUST47,2023-03-13,PROD50,2,427.51,Clothing
ORD000978,CUST72,2023-09-19,PROD19,1,190.86,Home & Garden
ORD000979,CUST152,2022-10-09,PROD77,6,183.08,Groceries
ORD000980,CUST156,2023-09-11,PROD58,8,101.52,Electronics
ORD000981,CUST27,2024-01-02,PROD73,1,257.38,Groceries
ORD000982,CUST130,2023-10-13,PROD45,6,253.01,Groceries
ORD000983,CUST159,2022-07-01,PROD82,1,456.12,Clothing
ORD000984,CUST176,2023-12-13,PROD55,3,185.86,Groceries
ORD000985,CUST20,2022-02-04,PROD61,6,433.63,Clothing
ORD000986,CUST144,2023-10-18,PROD61,8,434.86,Groceries
ORD000987,CUST9,2023-03-29,PROD85,5,414.11,Electronics
ORD000988,CUST131,2023-10-20,PROD14,7,303.22,Home & Garden
ORD000989,CUST92,2022-04-21,PROD21,9,466.31,Home & Garden
ORD000990,CUST164,2022-06-17,PROD51,9,117.31,Electronics
ORD000991,CUST174,2022-06-03,PROD73,1,261.54,Health & Beauty
ORD000992,CUST23,2024-09-14,PROD71,8,336.25,Health & Beauty
ORD000993,CUST175,2022-02-06,PROD54,7,183.22,Groceries
ORD000994,CUST19,2023-08-07,PROD68,2,403.93,Health & Beauty
ORD000995,CUST140,2022-02-05,PROD23,1,312.93,Electronics
ORD000996,CUST82,2024-01-29,PROD99,6,483.92,Home & Garden
ORD000997,CUST27,2022-12-28,PROD76,8,106.16,Electronics
ORD000998,CUST113,2023-07-15,PROD84,2,310.78,Electronics
ORD000999,CUST106,2022-09-11,PROD93,4,231.85,Home & Garden
ORD001000,CUST14,2022-10-06,PROD34,9,59.58,Groceries
